鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
大安區,房地(土地+建物),臺北市大安區敦化南路二段31~60號,21.73,其他,,,10301,土地2建物1車位0,八層,021,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710113,256.09000000000003,3,2,4,有,有,104580000,408372,,0.0,0
大安區,土地,仁愛段六小段151~180地號,99.0,其他,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21995886,222181,,0.0,0
大安區,房地(土地+建物),臺北市大安區大安路一段16巷1~30號,10.92,住,,,10301,土地1建物1車位0,四層,009,套房(1房1廳1衛),住家用,鋼筋混凝土造,0881222,40.15,1,1,1,有,有,14600000,363636,,0.0,0
大安區,房地(土地+建物),臺北市大安區辛亥路一段91~120號,9.94,住,,,10302,土地3建物1車位0,五層,027,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791219,163.47,4,2,2,有,有,37800000,231235,,0.0,0
北投區,土地,桃源段二小段511~540地號,6634.17,其他,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,1206,,0.0,0
北投區,房地(土地+建物),臺北市北投區石牌路一段166巷61~90號,27.76,住,,,10301,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721227,102.36999999999999,3,2,2,有,無,15380000,150239,,0.0,0
士林區,房地(土地+建物),臺北市士林區延平北路八段271~300號,116.0,其他,,,10301,土地1建物1車位0,全,003,透天厝,住家用,加強磚造,0580410,259.57,1,1,2,有,無,18000000,69345,,0.0,0
士林區,房地(土地+建物),臺北市士林區文林路144巷1~30號,45.33,商,,,10211,土地1建物1車位0,二層,003,公寓(5樓含以下無電梯),住家用,加強磚造,0550119,127.46,3,2,2,有,無,23800000,186725,,0.0,0
士林區,房地(土地+建物),臺北市士林區大南路301~330號,6.13,工,,,10212,土地1建物1車位0,十層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0961205,40.83,0,0,0,無,有,7000000,171443,,0.0,0
士林區,房地(土地+建物),臺北市士林區通河東街一段136巷1~30號,27.44,住,,,10301,土地1建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681128,102.22,2,1,1,有,無,13000000,127177,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區德行東路190巷30弄1~30號,42.3,住,,,10301,土地1建物1車位1,六層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790216,183.84,3,2,2,有,有,39800000,216481,坡道平面,36.79,0
北投區,土地,秀山段一小段751~780地號,33.5,其他,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,850000,25373,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區忠誠路二段151~180號,36.93,住,,,10301,土地1建物1車位1,五層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800325,236.37,3,2,2,有,有,68000000,287685,坡道平面,0.0,0
北投區,房地(土地+建物),臺北市北投區裕民二路61~90號,8.44,商,,,10212,土地1建物1車位0,十層,019,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,101.15,2,2,1,有,有,21400000,211567,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區裕民二路61~90號,9.35,商,,,10212,土地1建物1車位1,十層,019,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,146.09,2,2,1,有,有,22730000,155589,坡道平面,45.98,0
北投區,房地(土地+建物)+車位,臺北市北投區裕民二路61~90號,10.42,商,,,10212,土地1建物1車位1,十三層,019,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,158.79000000000002,2,2,1,有,有,25000000,157441,坡道平面,45.98,0
北投區,房地(土地+建物),臺北市北投區石牌路二段301~330號,25.54,住,,,10301,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730406,142.38,4,2,2,有,有,23150000,162593,,0.0,0
信義區,土地,吳興段二小段781~810地號,71.0,住,,,10212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9140000,128732,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區基隆路一段31~60號,30.65,商,,,10301,土地1建物1車位1,九層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0810804,341.44,0,0,0,無,有,42500000,124473,升降機械,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段121~150號,5.45,商,,,10301,土地1建物1車位1,十層,013,套房(1房1廳1衛),商業用,鋼筋混凝土造,0851106,61.81999999999999,0,0,0,無,有,11650000,188450,升降機械,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段31~60號,19.25,住,,,10212,土地1建物1車位0,三層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0720406,118.1,3,2,1,有,有,28800000,243861,,0.0,0
南港區,車位,臺北市南港區成福路181~210號,0.03,住,,,10302,土地0建物0車位1,一層,008,其他,見其他登記事項,鋼筋混凝土造,0950301,9.200000000000001,0,0,0,有,有,1000000,,坡道機械,0.0,1000000
松山區,房地(土地+建物),臺北市松山區南京東路三段335巷1~30號,15.51,住,,,10301,土地1建物1車位0,三層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870324,46.86,1,1,1,有,無,10500000,224072,,0.0,0
松山區,房地(土地+建物),臺北市松山區八德路四段211~240號,19.68,住,,,10212,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.33,3,1,2,有,有,6000000,54880,,0.0,0
信義區,土地,祥和段三小段181~210地號,34.0,住,,,10212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5100000,150000,,0.0,0
內湖區,土地,吉林段一小段31~60地號,12.76,其他,,,10302,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1191400,93370,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路四段167巷6弄1~30號,32.95,住,,,10302,土地2建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690421,124.93,5,2,3,有,無,21300000,170495,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路31~60號,124.53,住,,,10212,土地1建物1車位4,十三層,014,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1020409,624.2,4,2,5,有,有,58580000,93848,坡道平面,152.32,0
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路31~60號,122.87,住,,,10212,土地1建物1車位4,十三層,014,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1020409,619.01,4,2,5,有,有,57870000,93488,坡道平面,152.32,0
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷100弄1~30號,11.78,住,,,10301,土地5建物1車位0,地下一層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850423,53.120000000000005,2,1,1,有,有,5950000,112032,,0.0,0
中山區,房地(土地+建物),臺北市中山區農安街1~30號,3.02,商,,,10301,土地1建物1車位0,三層,014,套房(1房1廳1衛),商業用,鋼筋混凝土造,0980622,50.89,1,1,1,有,有,9400000,184712,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段301~330號,8.15,商,,,10301,土地1建物1車位1,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981030,106.12,2,1,1,有,有,16880000,159065,坡道機械,28.15,0
中山區,房地(土地+建物),臺北市中山區南京東路一段13巷6弄1~30號,24.14,商,,,10302,土地1建物1車位0,七層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0810714,161.51,3,2,2,有,無,35000000,216705,,0.0,0
中山區,房地(土地+建物),臺北市中山區林森北路511~540號,4.43,商,,,10212,土地1建物1車位0,十四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940826,48.120000000000005,3,1,1,有,有,12100000,251455,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區星雲街61~90號,25.18,住,,,10301,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680519,78.3,3,1,1,有,無,11800000,150702,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區康寧路三段70巷151~180號,28.44,住,,,10212,土地1建物1車位0,六層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811202,109.85,3,2,2,有,有,18000000,163860,,0.0,0
中山區,房地(土地+建物),臺北市中山區松江路151~180號,108.17,其他,,,10212,土地1建物1車位0,三層,014,辦公商業大樓,商業用,鋼筋混凝土造,0660902,1089.13,1,1,2,有,有,264000000,242395,,0.0,0
中山區,房地(土地+建物),臺北市中山區新生北路三段31~60號,3.66,商,,,10302,土地1建物1車位0,三層,011,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0900504,33.129999999999995,1,1,1,有,有,3106200,93758,,0.0,0
中山區,房地(土地+建物),臺北市中山區林森北路416巷1~30號,2.81,商,,,10301,土地1建物1車位0,五層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0650909,26.68,1,0,1,有,有,3680000,137931,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區東湖路7巷31~60號,25.89,商,,,10301,土地1建物1車位0,五層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780626,126.24,3,2,2,有,有,18620000,147497,,0.0,0
內湖區,車位,臺北市內湖區新豐街151~180號,0.0,,,,10302,土地0建物0車位1,,,其他,,,,39.27,0,0,0,有,有,3000000,,坡道平面,39.27,3000000
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,2.93,商,,,10302,土地1建物1車位0,六層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0681219,27.44,0,0,0,無,有,4100000,149417,,0.0,0
中山區,房地(土地+建物),臺北市中山區德惠街1~30號,1.95,商,,,10301,土地1建物1車位0,十一層,012,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0951113,36.34,1,1,1,有,有,6300000,173363,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段323巷1~30號,26.8,住,,,10301,土地2建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720105,94.17,3,2,2,有,無,16200000,172029,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區環河南路二段250巷25弄1~30號,10.03,住,,,10301,土地2建物1車位0,十層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761030,99.0,3,2,1,有,有,12000000,121212,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區萬大路137巷1~30號,11.92,商,,,10212,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,31.18,1,0,1,有,無,2500000,80180,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區新明路361~390號,23.49,工,,,10201,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0700223,70.34,2,2,1,有,無,7500000,106625,,0.0,0
中山區,房地(土地+建物),臺北市中山區林森北路259巷1~30號,8.16,商,,,10302,土地1建物1車位0,九層,017,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850718,79.62,1,1,1,有,有,14300000,179603,,0.0,0
中山區,房地(土地+建物),臺北市中山區北安路608巷4弄1~30號,28.5,住,,,10301,土地1建物1車位0,三層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611215,88.39,2,2,2,有,無,18500000,209300,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路210巷30弄1~30號,8.52,商,,,10301,土地1建物1車位1,五層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990324,84.69,1,1,1,有,有,15550000,183611,坡道機械,20.67,0
大同區,土地,延平段二小段841~870地號,1.19,其他,,,10301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,699887,588140,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區環河南路一段1~30號,2.57,商,,,10302,土地1建物1車位0,十二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720624,24.36,0,0,0,無,有,2600000,106732,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區昆明街61~90號,4.09,商,,,10303,土地2建物1車位0,七層,009,套房(1房1廳1衛),商業用,鋼筋混凝土造,0670727,28.85,1,1,1,有,有,2980000,103293,,0.0,0
大同區,房地(土地+建物),臺北市大同區環河北路二段213巷1~30號,32.75,住,,,10301,土地2建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660608,122.29,3,2,2,有,無,4550000,37207,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區環河南路二段271~300號,12.76,住,,,10301,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720622,124.97,3,2,2,有,有,12500000,100024,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區開封街一段31~60號,31.73,商,,,10301,土地2建物1車位1,十二層,014,辦公商業大樓,商業用,鋼筋混凝土造,0800111,304.24,2,1,1,有,有,51000000,167631,升降平面,18.56,0
萬華區,車位,臺北市萬華區萬大路331~360號,0.38,住,,,10302,土地0建物0車位1,,,其他,,,,39.8,0,0,0,有,有,2100000,,坡道平面,0.0,2100000
大同區,房地(土地+建物),臺北市大同區承德路三段247巷1~30號,6.33,商,,,10301,土地1建物1車位0,五層,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970910,29.080000000000002,1,1,1,有,有,6380000,219395,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區福興路106巷1~30號,28.77,住,,,10302,土地1建物1車位2,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,202.31,3,2,2,有,有,26580000,177302,坡道平面,70.66,3240000
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段361~390號,31.58,住,,,10212,土地1建物1車位2,一層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950317,161.88,3,2,2,有,有,28000000,172968,升降機械,35.1,0
文山區,房地(土地+建物),臺北市文山區木新路三段172巷2弄1~30號,37.0,住,,,10212,土地1建物1車位0,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,114.03,3,2,2,有,無,5300000,46479,,0.0,0
文山區,房地(土地+建物),臺北市文山區萬安街61~90號,9.0,住,,,10302,土地1建物1車位0,二層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840427,38.980000000000004,1,1,1,有,有,4600000,118009,,0.0,0
文山區,房地(土地+建物),臺北市文山區興隆路二段203巷1~30號,31.2,住,,,10301,土地3建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,109.3,3,2,2,有,無,5000000,45746,,0.0,0
中正區,房地(土地+建物),臺北市中正區同安街86巷1~30號,29.8,住,,,10301,土地2建物1車位0,二層，陽台,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690829,99.64,3,2,2,有,無,15700000,157567,,0.0,0
中正區,房地(土地+建物),臺北市中正區南昌路一段24巷1~30號,9.95,住,,,10301,土地1建物1車位0,二層,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970509,46.93000000000001,1,1,1,有,有,15300000,326017,,0.0,0
中正區,車位,臺北市中正區汀州路三段61~90號,0.11,住,,,10302,土地0建物0車位1,,,其他,,,,50.84,0,0,0,有,有,2000000,,坡道平面,50.84,2000000
中正區,房地(土地+建物),臺北市中正區汀州路二段91~120號,13.69,住,,,10208,土地1建物1車位0,七層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,65.67,1,1,1,有,有,14500000,220801,,0.0,0
中正區,房地(土地+建物),臺北市中正區汀州路二段91~120號,17.42,住,,,10109,土地1建物1車位0,八層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,82.17999999999999,1,1,1,有,有,12420000,151132,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,11.09,住,,,10107,土地1建物1車位1,八層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,91.39,1,1,1,有,有,14500000,230916,坡道平面,38.99,2400000
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,13.84,住,,,10203,土地1建物1車位1,九層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,104.65,1,1,1,有,有,17380000,232714,升降平面,38.99,2100000
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,14.03,住,,,10210,土地1建物1車位1,十層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,104.65,1,1,1,有,有,16990000,231343,坡道平面,38.99,1800000
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,17.73,住,,,10108,土地1建物1車位1,十層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,121.91,1,1,1,有,有,23480000,251809,坡道平面,38.99,2600000
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,32.25,住,,,10108,土地1建物1車位2,十一層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,227.07999999999998,2,1,2,有,有,32470000,190946,坡道平面,77.98,4000000
文山區,車位,臺北市文山區福興路95巷1~30號,8.22,住,,,10301,土地0建物0車位1,,,其他,,,,33.19,0,0,0,有,有,880000,,坡道平面,33.19,880000
文山區,車位,臺北市文山區福興路95巷61~90號,8.78,住,,,10302,土地0建物0車位1,,,其他,,,,34.92,0,0,0,有,有,880000,,坡道平面,34.92,880000
文山區,車位,臺北市文山區福興路95巷61~90號,7.43,住,,,10301,土地0建物0車位1,,,其他,,,,23.72,0,0,0,有,無,900000,,坡道機械,23.72,900000
中正區,房地(土地+建物),臺北市中正區汀州路二段91~120號,10.94,住,,,10107,土地1建物1車位0,七層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,52.4,1,1,1,有,有,11840000,225954,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,17.57,住,,,10110,土地1建物1車位1,七層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,121.22,2,1,1,有,有,20390000,217561,坡道平面,38.99,2500000
中正區,房地(土地+建物),臺北市中正區和平西路一段121~150號,31.06,住,,,10302,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660412,163.51,4,2,2,有,無,31000000,189591,,0.0,0
文山區,房地(土地+建物),臺北市文山區木新路三段45巷7弄1~30號,10.15,住,,,10302,土地1建物1車位0,三層，電梯樓梯間,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841207,65.62,3,2,2,有,有,2300000,35050,,0.0,0
中正區,房地(土地+建物),臺北市中正區中華路二段391~420號,16.88,住,,,10212,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,48.02,0,0,0,無,無,5500000,114536,,0.0,0
中正區,房地(土地+建物),臺北市中正區汀州路二段91~120號,13.69,住,,,10110,土地1建物1車位0,六層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,65.67,1,1,1,有,有,14800000,225369,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段91~120號,30.33,住,,,10211,土地1建物1車位1,七層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,182.16000000000003,3,1,2,有,有,37000000,244465,升降平面,38.99,2000000
中正區,房地(土地+建物),臺北市中正區辛亥路一段31~60號,17.4,住,,,10301,土地1建物1車位0,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730330,93.9,3,2,2,有,有,23880000,254313,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段165巷40弄1~30號,31.0,住,,,10012,土地1建物1車位1,十層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021118,217.3,3,2,2,有,有,26850000,151822,坡道平面,54.28,2100000
文山區,房地(土地+建物),臺北市文山區萬美街二段31~60號,41.14,住,,,10301,土地1建物1車位0,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840830,136.06,3,2,1,有,有,14200000,104366,,0.0,0
中正區,房地(土地+建物),臺北市中正區汀州路二段91~120號,13.84,住,,,10209,土地1建物1車位0,四層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,65.67,1,1,1,有,有,15880000,241815,,0.0,0
