"主管機關","地區","熱點名稱","地址","緯度","經度"
"科技部","臺南市","南科管理局大樓7樓701會議室","741臺南市新市區南科三路22號","23.100398","120.282698"
"科技部","臺南市","南科管理局大樓北側中央廣場","741臺南市新市區南科三路22號","23.100398","120.282698"
"科技部","臺南市","南科管理局大樓南側中央廣場","741臺南市新市區南科三路22號","23.100398","120.282698"
"交通部","臺南市","新市南科園區郵局","741臺南市新市區南科六路6號","23.105762","120.280091"
"科技部","臺南市","南科台南園區迎曦湖涼亭","741臺南市新市區環東路一段1號","23.093904","120.286002"
"交通部","臺南市","大內郵局","742臺南市大內區大內村7-2號","23.120635","120.363728"
"交通部","臺南市","山上郵局","743臺南市山上區山上村250號","23.101435","120.359404"
"交通部","臺南市","臺鐵局南科站售票房","744臺南市新市區大營村287-300號","23.09941","120.311838"
"交通部","臺南市","新市大營郵局","744臺南市新市區大營里大營131號之18","23.100596","120.307701"
"交通部","臺南市","臺鐵局新市站候車室","744臺南市新市區中華路1號","23.064255","120.317459"
"交通部","臺南市","新市郵局","744臺南市新市區仁愛街217號","23.07569","120.293455"
"經濟部","臺南市","自來水公司新市服務所","744臺南市新市區永就里永就55-7號","23.083333","120.3"
"財政部","臺南市","臺灣土地銀行新市分行","744臺南市新市區復興路10號","23.080316","120.295601"
"交通部","臺南市","安定郵局","745臺南市安定區保西村449號","23.122833","120.232521"
"交通部","高雄市","高雄順昌郵局","800高雄市新興區七賢一路104、106號","22.633889","120.314262"
"財政部","高雄市","臺灣土地銀行新興分行","800高雄市新興區七賢一路480號","22.634608","120.304076"
"財政部","高雄市","兆豐國際商銀新興分行","800高雄市新興區中山一路308號","22.636466","120.302621"
"財政部","高雄市","臺灣土地銀行中正分行","800高雄市新興區中正三路158號","22.631444","120.304072"
"交通部","高雄市","新興郵局-1","800高雄市新興區中正三路177、179號","22.631012","120.30416"
"交通部","高雄市","新興郵局-2","800高雄市新興區中正三路177、179號","22.631012","120.30416"
"高雄市政府","高雄市","高雄市政府交通局本部","800高雄市新興區中正三路25號16樓","22.630656","120.30986"
"財政部","高雄市","財政部國有財產署南區分署18樓民眾等候區","800高雄市新興區中正三路25號18樓","22.630354","120.309898"
"高雄市政府","高雄市","高雄市西區稅捐稽徵處新興分處","800高雄市新興區中正三路25號1樓","22.630549","120.30952"
"高雄市政府","高雄市","高雄市新興區戶政事務所","800高雄市新興區中正三路34號2樓","22.631322","120.309949"
"高雄市政府","高雄市","高雄市政府地政局新興地政事務所","800高雄市新興區中正三路34號6樓","22.631072","120.310021"
"財政部","高雄市","財政部高雄國稅局新興稽徵所","800高雄市新興區中正三路34號8樓","22.631081","120.309992"
"財政部","高雄市","第一金證券新興分公司","800高雄市新興區中正四路17號3樓","22.630884","120.301065"
"高雄市政府","高雄市","高雄市新興區公所","800高雄市新興區中東里中正三路34號4樓","22.631253","120.309992"
"內政部","高雄市","內政部營建署南區工程處1樓大廳","800高雄市新興區五福二路200號","22.624753","120.305095"
"內政部","高雄市","內政部營建署南區工程處2F(發包室、南工組)","800高雄市新興區五福二路200號","22.624753","120.305095"
"內政部","高雄市","內政部營建署南區工程處3F(會議室)","800高雄市新興區五福二路200號","22.624753","120.305095"
"財政部","高雄市","兆豐國際商銀五福分行","800高雄市新興區五福二路82號","22.625695","120.308332"
"財政部","高雄市","兆豐國際商銀林森簡易分行","800高雄市新興區林森一路230號","22.633973","120.305081"
"國防部","高雄市","國防部高雄福利站服務台","800高雄市新興區復興一路6號","22.628292","120.308091"
"法務部","高雄市","行政執行署高雄分署1樓等候區","800高雄市新興區復興一路80號","22.633524","120.308548"
"法務部","高雄市","行政執行署高雄分署2樓等候區","800高雄市新興區復興一路80號","22.633524","120.308548"
"交通部","高雄市","高雄青年郵局","800高雄市新興區復興二路171號","22.6249558","120.3083535"
"交通部","高雄市","高雄新田郵局","800高雄市新興區新田路133號","22.622207","120.303833"
"經濟部","高雄市","中油公司高雄市新興區林森二路站","800高雄市新興區新田路82號","22.623071","120.305714"
"國家通訊傳播委員會","高雄市","國家通訊傳播委員會南區監理處服務中心","800高雄市新興區錦田路142號1樓","22.636013","120.310816"
"經濟部","高雄市","經濟部國際貿易局高雄辦事處廠商服務區","801高雄市前金區中正四路103號2樓","22.629803","120.298197"
"交通部","高雄市","前金郵局","801高雄市前金區中正四路182號","22.629106","120.294469"
"財政部","高雄市","兆豐國際商銀高雄分行","801高雄市前金區中正四路235號","22.628049","120.292673"
"交通部","高雄市","觀光局旅遊服務中心高雄服務處","801高雄市前金區中正四路235號5樓之1","22.628014","120.292718"
"財政部","高雄市","兆豐國際商銀港都分行","801高雄市前金區中正四路253號","22.627472","120.290927"
"高雄市政府","高雄市","高雄市政府警察局","801高雄市前金區中正四路260號","22.627856","120.290712"
"財政部","高雄市","臺灣銀行高雄分行","801高雄市前金區中正四路264號","22.627585","120.289604"
"高雄市政府","高雄市","高雄市立中醫醫院","801高雄市前金區中華三路68號1-4樓部份樓層-新盛街入口","22.627658","120.29701"
"勞動部","高雄市","勞動部勞動力發展署高屏澎東分屬就業服務中心(青年職涯發展工作站)","801高雄市前金區五福三路21號8樓","22.622597","120.299724"
"財政部","高雄市","臺灣中小企業銀行高雄分行","801高雄市前金區五福三路79號","22.62132","120.296141"
"財政部","高雄市","臺灣土地銀行中山分行","801高雄市前金區五福三路87號","22.621168","120.295815"
"國防部","高雄市","國防部憲兵指揮部高雄憲兵隊會客室","801高雄市前金區六合二路217號","22.62975","120.29234"
"交通部","高雄市","高雄地方法院郵局","801高雄市前金區市中一路171號","22.626945","120.290587"
"行政院院本部","高雄市","行政院南部聯合服務中心10樓服務櫃台","801高雄市前金區成功一路436號","22.6291","120.291962"
"行政院院本部","高雄市","行政院南部聯合服務中心11樓服務櫃台","801高雄市前金區成功一路436號","22.6291","120.291962"
"行政院院本部","高雄市","行政院南部聯合服務中心4樓服務櫃台","801高雄市前金區成功一路436號","22.6291","120.291962"
"內政部","高雄市","內政部入出國及移民署高雄市第一服務站1F","801高雄市前金區成功一路436號1樓","22.629074","120.291897"
"外交部","高雄市","外交部領事事務局南部辦事處(2樓大廳)","801高雄市前金區成功一路436號2樓","22.6291","120.291962"
"經濟部","高雄市","經濟部工業局南部服務處","801高雄市前金區成功一路436號5樓","22.6291001","120.2919622"
"內政部","高雄市","內政部入出國及移民署高雄市第一服務站7F","801高雄市前金區成功一路436號7樓","22.629074","120.291897"
"交通部","高雄市","高雄社東郵局","801高雄市前金區自強二路104-1號","22.62632","120.295173"
"高雄市政府","高雄市","高雄市前金區戶政事務所","801高雄市前金區自強二路169號1樓","22.627955","120.294306"
"高雄市政府","高雄市","高雄市前金區公所","801高雄市前金區自強二路169號3樓","22.627559","120.294285"
"國軍退除役官兵輔導委員會","高雄市","國軍退除役官兵輔導委員會高雄市榮民服務處一樓大廳","801高雄市前金區自強二路52號","22.623735","120.296041"
"法務部","高雄市","臺灣高雄地方法院檢察署1樓偵查庭區","801高雄市前金區河東路188號","22.626025","120.289689"
"高雄市政府","高雄市","高雄市政府觀光局愛河旅遊服務中心","801高雄市新興區河東路與民生二路交叉口的鰲燈1樓","22.623598","120.290339"
"高雄市政府","高雄市","高雄市苓雅區戶政事務所第二辦公處","802高雄市苓雅區三多一路166號","22.622637","120.330417"
"交通部","高雄市","高雄五塊厝郵局","802高雄市苓雅區三多一路237號","22.622264","120.330421"
"交通部","高雄市","高雄林華郵局","802高雄市苓雅區三多二路249號","22.619087","120.320843"
"財政部","高雄市","兆豐國際商銀三多分行","802高雄市苓雅區三多二路93號","22.620349","120.324693"
"國防部","高雄市","國軍高雄總醫院一般診間等候處","802高雄市苓雅區中正一路2號","22.625657","120.341942"
"國防部","高雄市","國軍高雄總醫院牙科診間等候處","802高雄市苓雅區中正一路2號","22.625657","120.341942"
"國防部","高雄市","國軍高雄總醫院耳鼻喉科診間等待處","802高雄市苓雅區中正一路2號","22.625657","120.341942"
"國防部","高雄市","國軍高雄總醫院急診室","802高雄市苓雅區中正一路2號","22.625657","120.341942"
"國防部","高雄市","國軍高雄總醫院掛號室、藥局等候處","802高雄市苓雅區中正一路2號","22.625657","120.341942"
"國防部","高雄市","國軍高雄總醫院檢查室等候處","802高雄市苓雅區中正一路2號","22.625657","120.341942"
"行政院勞工委員會","高雄市","行政院勞工委員會勞工保險局高雄市辦事處洽公櫃台","802高雄市苓雅區中正一路304號","22.629842","120.327238"
"交通部","高雄市","高雄正言郵局","802高雄市苓雅區中正一路322、324號","22.629859","120.326762"
"高雄市政府","高雄市","高雄市體育處本部1F服務台","802高雄市苓雅區中正一路99號","22.625499","120.33398"
"高雄市政府","高雄市","高雄市體育處本部3F會議室","802高雄市苓雅區中正一路99號","22.625499","120.33398"
"高雄市政府","高雄市","高雄市政府文化局","802高雄市苓雅區五福一路67號","22.625771","120.318322"
"高雄市政府","高雄市","長青中心一樓大廳","802高雄市苓雅區四維二路51號","22.623102","120.321686"
"高雄市政府","高雄市","高雄市政府社會局長青中心8樓會議、展覽廳","802高雄市苓雅區四維二路51號","22.623089","120.321712"
"交通部","高雄市","高雄市府郵局","802高雄市苓雅區四維三路2號","22.620307","120.312091"
"高雄市政府","高雄市","高雄市政府","802高雄市苓雅區四維三路2號","22.620958","120.311792"
"財政部","高雄市","兆豐國際商銀苓雅分行","802高雄市苓雅區四維四路8號","22.616824","120.302272"
"高雄市政府","高雄市","高雄市苓雅區戶政事務所所本部","802高雄市苓雅區民權一路85號2樓","22.621778","120.312229"
"高雄市政府","高雄市","高雄市西區稅捐稽徵處苓雅分處","802高雄市苓雅區民權一路85號6樓","22.621743","120.311896"
"財政部","高雄市","財政部高雄國稅局苓雅稽徵所","802高雄市苓雅區民權一路85號8F","22.621771","120.312154"
"交通部","高雄市","高雄文化中心郵局","802高雄市苓雅區光華一路148-30號","22.622842","120.316225"
"交通部","高雄市","公路總局高雄市區監理所苓雅監理站","802高雄市苓雅區安康路22號","22.637422","120.32057"
"交通部","高雄市","苓雅郵局","802高雄市苓雅區成功一路134號","22.614825","120.297629"
"交通部","高雄市","高雄師大郵局","802高雄市苓雅區和平一路116號","22.625638","120.320034"
"財政部","高雄市","臺灣土地銀行苓雅分行","802高雄市苓雅區忠孝二路18號","22.616712","120.309445"
"交通部","高雄市","高雄武廟郵局","802高雄市苓雅區武廟路83號","22.630599","120.32986"
"財政部","高雄市","臺灣銀行苓雅分行","802高雄市苓雅區青年一路261號","22.620547","120.30437"
"經濟部","高雄市","標準檢驗局高雄分局商檢業務民眾洽公區","802高雄市苓雅區海邊路50號","22.618699","120.293464"
"高雄市政府","高雄市","高雄市立凱旋醫院一樓候診區","802高雄市苓雅區凱旋二路130號","22.62538","120.324004"
"高雄市政府","高雄市","高雄市立凱旋醫院一樓候診區1","802高雄市苓雅區凱旋二路130號","22.62538","120.324004"
"高雄市政府","高雄市","高雄市立凱旋醫院一樓候診區2","802高雄市苓雅區凱旋二路130號","22.62538","120.324004"
"高雄市政府","高雄市","高雄市立凱旋醫院一樓候診區3","802高雄市苓雅區凱旋二路130號","22.62538","120.324004"
"高雄市政府","高雄市","高雄市立凱旋醫院二樓候診區1","802高雄市苓雅區凱旋二路130號","22.62538","120.324004"
"高雄市政府","高雄市","高雄市立凱旋醫院二樓候診區2","802高雄市苓雅區凱旋二路130號","22.62538","120.324004"
"高雄市政府","高雄市","高雄市立民生醫院","802高雄市苓雅區凱旋二路134號","22.627163","120.323746"
"高雄市政府","高雄市","高雄市政府交通局車輛行車事故鑑定委員會","802高雄市苓雅區福德二路77號4樓","22.632451","120.327995"
"財政部","高雄市","財政部高雄國稅局","802高雄市苓雅區廣州一街148號","22.623734","120.317451"
"經濟部","高雄市","標準檢驗局高雄分局計量業務民眾洽公區","802高雄市苓雅區憲政路242巷3號","22.637585","120.321952"
"交通部","高雄市","高雄府北郵局","803高雄市鹽埕區七賢二路470號","22.629584","120.284374"
"高雄市政府","高雄市","高雄市數位內容創意中心右後方走廊","803高雄市鹽埕區七賢三路123號3樓","22.626388","120.28199"
"高雄市政府","高雄市","高雄市數位內容創意中心展覽空間","803高雄市鹽埕區七賢三路123號3樓","22.626021","120.281743"
"高雄市政府","高雄市","高雄市西區稅捐稽徵處鹽埕分處","803高雄市鹽埕區大仁路6號4樓","22.624717","120.286707"
"財政部","高雄市","財政部高雄國稅局鹽埕稽徵所","803高雄市鹽埕區大仁路6號6樓","22.624729","120.286654"
"高雄市政府","高雄市","高雄市鹽埕區公所","803高雄市鹽埕區大仁路6號8樓","22.625162","120.286775"
"高雄市政府","高雄市","高雄市鹽埕區戶政事務所","803高雄市鹽埕區大仁路6號七樓","22.624707","120.286689"
"財政部","高雄市","臺灣土地銀行高雄分行","803高雄市鹽埕區大勇路131號","22.626203","120.284902"
"高雄市政府","高雄市","高雄市立歷史博物館","803高雄市鹽埕區中正四路272號","22.627202","120.286925"
"交通部","高雄市","鹽埕郵局","803高雄市鹽埕區五福四路133號","22.6230802","120.2843099"
"財政部","高雄市","華南商業銀行高雄分行","803高雄市鹽埕區五福四路178號","22.623855","120.283728"
"高雄市政府","高雄市","高雄市電影館","803高雄市鹽埕區河西路10號","22.622355","120.288845"
"高雄市政府","高雄市","高雄市鹽埕地政事務所","803高雄市鹽埕區新樂街214號5樓","22.625935","120.281668"
"交通部","高雄市","高雄內惟郵局","804高雄市鼓山區九如四路1020、1022號","22.655574","120.279272"
"交通部","高雄市","高雄前峰郵局","804高雄市鼓山區九如四路2008、2010號","22.668007","120.286247"
"交通部","高雄市","高雄民強郵局","804高雄市鼓山區九如四路636、638號","22.648974","120.279256"
"財政部","高雄市","兆豐國際商銀三民分行","804高雄市鼓山區中華一路225號","22.662561","120.293005"
"交通部","高雄市","高雄瑞豐郵局","804高雄市鼓山區中華一路316-3號","22.664832","120.291959"
"高雄市政府","高雄市","高雄市鼓山區戶政事務所第二辦公處","804高雄市鼓山區中華一路45號2樓","22.667799","120.289907"
"高雄市政府","高雄市","高雄市立聯合醫院","804高雄市鼓山區中華一路976號","22.655086","120.290766"
"交通部","高雄市","高雄凹仔底郵局","804高雄市鼓山區文信路327號","22.664411","120.298522"
"交通部","高雄市","高雄高分院郵局","804高雄市鼓山區明誠三路586號","22.66137","120.299085"
"法務部","高雄市","臺灣高等法院高雄分院檢察署1F服務台","804高雄市鼓山區明誠三路586號","22.66137","120.299085"
"高雄市政府","高雄市","高雄市立美術館","804高雄市鼓山區美術館路80號","22.656673","120.286506"
"財政部","高雄市","財政部關務署高雄關局本部1F","804高雄市鼓山區捷興一街3號","22.6194","120.275"
"財政部","高雄市","財政部關務署高雄關局本部2F","804高雄市鼓山區捷興一街3號","22.6194","120.275"
"交通部","高雄市","高雄港國際旅運中心","804高雄市鼓山區捷興一街高雄港國際旅運中心","22.619017","120.274994"
"內政部","高雄市","內政部營建署壽山國家自然公園籌備處","804高雄市鼓山區萬壽路350號","22.635337","120.278232"
"高雄市政府","高雄市","高雄市動物保護教育園區","804高雄市鼓山區萬壽路350號","22.635125","120.275166"
"高雄市政府","高雄市","高雄市壽山動物園活動廣場","804高雄市鼓山區萬壽路350號","22.635897","120.27611"
"行政院海岸巡防署","高雄市","海巡鼓山為民服務中心","804高雄市鼓山區鼓山1路107號","22.627252","120.278567"
"交通部","高雄市","旅運大樓(高雄港旅客服務中心)","804高雄市鼓山區鼓山一路2號1F","22.625748","120.276573"
"高雄市政府","高雄市","高雄市政府工務局違章建築處理大隊","804高雄市鼓山區鼓山一路53巷111號","22.62672","120.277301"
"交通部","高雄市","高雄鼓岩郵局","804高雄市鼓山區鼓山二路166-12、13號","22.63728","120.280835"
"高雄市政府","高雄市","高雄市鼓山區戶政事務所","804高雄市鼓山區鼓山二路166號1樓","22.637263","120.281024"
"高雄市政府","高雄市","高雄市鼓山區公所","804高雄市鼓山區鼓山二路166號2樓","22.636788","120.281054"
"高雄市政府","高雄市","高雄市西區稅捐稽徵處鼓山分處","804高雄市鼓山區鼓山二路166號4樓","22.636845","120.281093"
"財政部","高雄市","財政部高雄國稅局鼓山稽徵所","804高雄市鼓山區鼓山二路166號6樓","22.636808","120.281061"
"經濟部","高雄市","台電公司高雄區處服務中心營業廳","804高雄市鼓山區鼓山二路39號","22.632193","120.281931"
"交通部","高雄市","中山大學郵局","804高雄市鼓山區蓮海路70號","22.6313145","120.2616393"
"教育部","高雄市","國立中山大學菩提樹下","804高雄市鼓山區蓮海路70號","22.6313145","120.2616393"
"教育部","高雄市","國立中山大學圖書館3樓自習室","804高雄市鼓山區蓮海路70號","22.6313145","120.2616393"
"交通部","高雄市","高雄港務分公司維護管理處開標室","804高雄市鼓山區蓬萊二路1號","22.619057","120.2793541"
"交通部","高雄市","高雄港務分公司港務處繫船科船席調派室","804高雄市鼓山區蓬萊路","22.6168883","120.283052"
"交通部","高雄市","高雄港務分公司業務處聯合作業室","804高雄市鼓山區蓬萊路10號1F","22.616883","120.283841"
"交通部","高雄市","高雄蓬萊路郵局","804高雄市鼓山區蓬萊路26號","22.61851","120.279581"
"交通部","高雄市","高雄港務分公司船舶維管處開標室","804高雄市鼓山區蓬萊路2號10號碼頭2樓","22.6168883","120.283052"
"交通部","高雄市","交通部航港局南部航務中心第二辦公廳","804高雄市鼓山區蓬萊路30號","22.620003","120.278943"
"交通部","高雄市","航政組監理科","804高雄市鼓山區蓬萊路4號1F","22.6162159","120.2845237"
"交通部","高雄市","航政組技術科","804高雄市鼓山區蓬萊路4號2F","22.6162159","120.2845237"
"交通部","高雄市","高雄港務分公司第一辦公廳","804高雄市鼓山區臨海2路62號1F","22.6230792","120.2752302"
"交通部","高雄市","鼓山郵局","804高雄市鼓山區臨海二路17號","22.621788","120.273867"
"經濟部","高雄市","台電公司旗津服務所大廳","805高雄市旗津區大關路28號","22.613357","120.269834"
"交通部","高雄市","旗津郵局","805高雄市旗津區中洲三路817號","22.612528","120.269409"
"高雄市政府","高雄市","高雄市旗津區戶政事務所","805高雄市旗津區振興里18鄰旗津三路1100號一樓","22.610978","120.26794"
"行政院海岸巡防署","高雄市","旗后安檢所旗津為民服務區","805高雄市旗津區旗津3路1031號","22.608133","120.269236"
"財政部","高雄市","財政部高雄關旗津分關","805高雄市旗津區旗津一路14號","22.559548","120.308983"
"交通部","高雄市","高雄中洲郵局","805高雄市旗津區旗津二路243號","22.576288","120.295725"
"高雄市政府","高雄市","高雄市旗津區公所","805高雄市旗津區旗津三路2號","22.59018","120.28437"
"高雄市政府","高雄市","高雄市政府觀光局旗津貝殼館","805高雄市旗津區旗津三路990號2樓","22.602165","120.273879"
"財政部","高雄市","臺灣土地銀行前鎮分行","806高雄市前鎮區一心一路241號","22.608707","120.315905"
"交通部","高雄市","高雄廣澤郵局","806高雄市前鎮區三多三路139號","22.615773","120.310643"
"財政部","高雄市","財政部高雄市國稅局前鎮稽徵所高雄加工出口區服務處","806高雄市前鎮區中1路2號","22.6001048","120.2902288"
"高雄市政府","高雄市","高雄市政府勞工局勞工教育生活中心獅甲會館","806高雄市前鎮區中山三路132號","22.607912","120.309713"
"行政院農業委員會","高雄市","高雄國際航空站(動植物入境檢疫櫃檯)","806高雄市前鎮區中山四路2號","22.571764","120.340242"
"行政院農業委員會","高雄市","高雄國際航空站(動植物出境檢疫櫃檯)","806高雄市前鎮區中山四路2號","22.571605","120.341143"
"交通部","高雄市","高雄國際航空站","806高雄市前鎮區中山四路二號","22.580367","120.330231"
"交通部","高雄市","前鎮加工區郵局","806高雄市前鎮區中四路1號","22.601362","120.291241"
"財政部","高雄市","兆豐國際商銀高加分行","806高雄市前鎮區中四路2號","22.601343","120.290567"
"交通部","高雄市","高雄君毅郵局","806高雄市前鎮區中華五路963號","22.601497","120.306329"
"國防部","高雄市","國軍高雄總醫院附設高雄門診中心一般診間等候處","806高雄市前鎮區光華二路51號","22.61001","120.316815"
"經濟部","高雄市","中油公司高雄直銷中心","806高雄市前鎮區成功二路15號","22.593947","120.303998"
"經濟部","高雄市","台電公司南部發電廠電力展示館","806高雄市前鎮區成功二路5號","22.602339","120.301098"
"交通部","高雄市","高雄金福路郵局","806高雄市前鎮區金福路20號","22.568209","120.323516"
"交通部","高雄市","前鎮郵局","806高雄市前鎮區前鎮街92號","22.588895","120.306318"
"交通部","高雄市","高雄英德街郵局","806高雄市前鎮區英德街149號","22.613957","120.321465"
"財政部","高雄市","財政部高雄國稅局前鎮稽徵所","806高雄市前鎮區英德街151號","22.614","120.321204"
"交通部","高雄市","高雄草衙郵局","806高雄市前鎮區草衙一路78、80號","22.583617","120.322546"
"經濟部","高雄市","經濟部加工出口區管理處高雄分處1、2樓洽公區","806高雄市前鎮區高雄加工出口區中一路2號","22.6012795","120.2919236"
"高雄市政府","高雄市","高雄市前鎮區衛生所","806高雄市前鎮區康定路149號","22.586237","120.318682"
"高雄市政府","高雄市","高雄市前鎮區戶政事務所","806高雄市前鎮區康定路151號","22.586551","120.318425"
"高雄市政府","高雄市","高雄市前鎮區公所","806高雄市前鎮區康定路151號2F","22.586535","120.318317"
"高雄市政府","高雄市","高雄市西區稅捐稽徵處前鎮分處","806高雄市前鎮區康定路151號4樓","22.586609","120.318349"
"勞動部","高雄市","勞動部勞動力發展署高屏澎東分屬就業服務中心(洽公服務櫃台)","806高雄市前鎮區凱旋四路105號","22.593597","120.308651"
"勞動部","高雄市","勞動部勞動力發展署高屏澎東分屬就業服務中心(學員宿舍交誼聽)","806高雄市前鎮區凱旋四路105號","22.593597","120.308651"
"經濟部","高雄市","自來水公司高雄服務所","806高雄市前鎮區復興三路131號","22.60828","120.30828"
"交通部","高雄市","高雄西甲郵局","806高雄市前鎮區復興三路94號","22.609664","120.309958"
"經濟部","高雄市","高雄軟體科技園區","806高雄市前鎮區復興四路10號3樓之3","22.604572","120.299617"
"經濟部","高雄市","中油公司石化事業部前鎮所1樓會客區","806高雄市前鎮區新生路11號1樓","22.584137","120.309091"
"交通部","高雄市","高雄崗山仔郵局","806高雄市前鎮區瑞北路39號","22.609118","120.335102"
"交通部","高雄市","高雄籬仔內郵局","806高雄市前鎮區瑞隆路482號","22.605428","120.328818"
"行政院農業委員會","高雄市","高雄漁業署","806高雄市前鎮區漁港北一路1號","22.57113","120.310775"
"財政部","高雄市","兆豐國際商銀漁港簡易分行","806高雄市前鎮區漁港東二路3號107室","22.57162","120.317105"
"財政部","高雄市","財政部高雄關業務二組","806高雄市前鎮區漁港南二路10號","22.566409","120.316523"
"交通部","高雄市","高雄港務分公司維護管理處隧道管理中心","806高雄市前鎮區漁港南三路2號","22.56556","120.316821"
"高雄市政府","高雄市","高雄市政府社會局無障礙之家","806高雄市前鎮區翠亨北路392號","22.594059","120.315382"
"高雄市政府","高雄市","高雄市政府地政局前鎮地政事務所","806高雄市前鎮區鎮中路158號","22.587169","120.319133"
"高雄市政府","高雄市","高雄市政府勞工局","806高雄市前鎮區鎮中路6號","22.588357","120.321107"
"教育部","高雄市","國立科學工藝博物館1樓大廳開放空間","807高雄市三民區九如一路720號","22.639888","120.322377"
"交通部","高雄市","高雄民族社區郵局","807高雄市三民區九如一路952號","22.640332","120.316542"
"衛生福利部","高雄市","中央健康保險署-高屏業務組1樓聯合服務中心","807高雄市三民區九如二路157號1樓","22.64057","120.30934"
"財政部","高雄市","兆豐國際商銀北高雄分行","807高雄市三民區九如二路532號","22.641789","120.297026"
"交通部","高雄市","高雄九如二路郵局","807高雄市三民區九如二路661、663號","22.641674","120.293831"
"交通部","高雄市","高雄中都郵局","807高雄市三民區力行路89、91號","22.638473","120.288445"
"交通部","高雄市","高雄醫學大學郵局","807高雄市三民區十全一路100號","22.648868","120.309949"
"交通部","高雄市","高雄大昌郵局","807高雄市三民區大昌一路258號","22.657033","120.321994"
"交通部","高雄市","高雄建工郵局","807高雄市三民區大昌二路517號","22.651207","120.330325"
"交通部","高雄市","高雄大順郵局","807高雄市三民區大順二路207號","22.643439","120.326242"
"財政部","高雄市","兆豐國際商銀東高雄分行","807高雄市三民區大順二路419號","22.648264","120.325093"
"財政部","高雄市","財政部高雄國稅局三民分局第二辦公室","807高雄市三民區大順二路468號6樓","22.649677","120.324605"
"高雄市政府","高雄市","高雄市三民區第二戶政事務所","807高雄市三民區大順二路468號9樓","22.649383","120.325613"
"交通部","高雄市","高雄義民郵局","807高雄市三民區大豐二路203號","22.645938","120.330064"
"交通部","高雄市","高雄三塊厝郵局","807高雄市三民區中華三路270號","22.635601","120.293638"
"交通部","高雄市","高雄民壯郵局","807高雄市三民區民壯路16、18、20、22號","22.638907","120.340729"
"交通部","高雄市","高雄鼎泰郵局","807高雄市三民區民族一路519號","22.665242","120.316125"
"高雄市政府","高雄市","高雄市新客家文化園區","807高雄市三民區同盟二路217號","22.6314","120.3242"
"國防部","高雄市","高雄市後備指揮部","807高雄市三民區武功巷52號","22.671962","120.331084"
"高雄市政府","高雄市","高雄市政府地政局三民地政事務所","807高雄市三民區哈爾濱街215號2樓","22.647987","120.299864"
"高雄市政府","高雄市","高雄市三民區公所","807高雄市三民區哈爾濱街215號4樓","22.647888","120.299864"
"財政部","高雄市","財政部高雄國稅局三民分局第一辦公室","807高雄市三民區哈爾濱街215號7樓","22.647633","120.299809"
"高雄市政府","高雄市","高雄市西區稅捐稽徵處三民分處","807高雄市三民區哈爾濱街215號8樓","22.647683","120.299851"
"高雄市政府","高雄市","高雄市三民區第一戶政事務所","807高雄市三民區哈爾濱街215號六樓","22.64766","120.299542"
"財政部","高雄市","臺灣土地銀行三民分行","807高雄市三民區建工路657號","22.647993","120.318185"
"交通部","高雄市","高雄灣仔內郵局","807高雄市三民區建工路679、681號","22.647844","120.317341"
"財政部","高雄市","臺灣土地銀行建國分行","807高雄市三民區建國一路458號","22.635523","120.316595"
"交通部","高雄市","臺鐵局高雄前站候車室","807高雄市三民區建國二路318號","22.638574","120.301912"
"交通部","高雄市","臺鐵局高雄後站候車室","807高雄市三民區建國二路318號","22.638574","120.301912"
"交通部","高雄市","臺鐵局高雄站前站1F東側","807高雄市三民區建國二路318號","22.638574","120.301912"
"交通部","高雄市","臺鐵局高雄站第4月台","807高雄市三民區建國二路318號","22.638574","120.301912"
"交通部","高雄市","臺鐵局高雄站第5月台","807高雄市三民區建國二路318號","22.638574","120.301912"
"交通部","高雄市","高雄站前郵局","807高雄市三民區建國三路2-2號","22.638437","120.301407"
"交通部","高雄市","高雄站後郵局","807高雄市三民區博愛一路28號","22.642173","120.303117"
"財政部","高雄市","臺灣土地銀行博愛分行","807高雄市三民區博愛一路300號1~3樓","22.6491152","120.3036291"
"交通部","高雄市","高雄博愛路郵局","807高雄市三民區博愛一路372號1樓","22.650942","120.303986"
"高雄市政府","高雄市","高雄市政府觀光局金獅湖蝴蝶園百科館","807高雄市三民區鼎金一巷25號","22.667383","120.3266"
"交通部","高雄市","高雄鼎金郵局","807高雄市三民區鼎強街264、266號","22.668196","120.32189"
"交通部","高雄市","高雄德智郵局","807高雄市三民區德智里熱河一街84、86號","22.643529","120.311174"
"交通部","高雄市","高雄本揚郵局","807高雄市三民區澄和路65號","22.644286","120.344609"
"經濟部","高雄市","經濟部南區聯合服務中心9樓民眾洽公櫃台","807高雄市前金區成功一路436號9樓","22.6291","120.291962"
"經濟部","高雄市","台糖公司量販事業部楠梓量販店","811高雄市楠梓區土庫一路60號","22.736824","120.330781"
"交通部","高雄市","楠梓亞洲城郵局","811高雄市楠梓區加昌里壽民路222號","22.716335","120.296555"
"交通部","高雄市","楠梓加工區郵局","811高雄市楠梓區加昌路600-15號","22.724082","120.302804"
"經濟部","高雄市","經濟部加工出口區管理處1樓洽公區","811高雄市楠梓區加昌路600號","22.719188","120.305629"
"財政部","高雄市","兆豐國際商銀楠梓分行","811高雄市楠梓區加昌路600號之1","22.718935","120.306593"
